Filename,Lines,Line Samples,Bands,First Band (µm),Last Band (µm),Possible Elements
v1478480468_1.lbl,32,32,352,0.36,0.42,
v1478040215_1.lbl,16,64,352,0.36,0.42,
v1484617038_3.lbl,48,48,352,0.36,0.42,
v1514290513_1.lbl,64,64,352,0.35895,0.3879,
v1487119376_1.lbl,12,12,352,0.36,0.42,
v1514141176_1.lbl,12,40,352,0.35895,0.3879,
v1511996296_1.lbl,24,12,352,0.35895,0.3879,
v1477481280_1.lbl,12,12,352,0.36,0.42,
v1477484874_1.lbl,12,12,352,0.36,0.42,
v1476735333_1.lbl,12,12,352,0.36,0.42,
v1470621230_1.lbl,54,60,352,0.36,0.42,
v1471884958_1.lbl,54,60,352,0.36,0.42,
v1485785923_1.lbl,12,12,352,0.36,0.42,
v1514188119_1.lbl,64,64,352,0.35895,0.3879,
v1481589008_1.lbl,48,30,352,0.36,0.42,
v1487068595_1.lbl,40,30,352,0.36,0.42,
v1477667332_1.lbl,12,64,352,0.36,0.42,
v1473445881_1.lbl,42,54,352,0.36,0.42,
v1513904966_1.lbl,12,24,352,0.35895,0.3879,
v1478478416_1.lbl,32,32,352,0.36,0.42,
v1472275914_1.lbl,54,60,352,0.36,0.42,
v1481377142_1.lbl,48,48,352,0.36,0.42,
v1471890389_1.lbl,54,60,352,0.36,0.42,
v1470612349_1.lbl,54,60,352,0.36,0.42,
v1485881031_1.lbl,24,24,352,0.36,0.42,
v1514471244_1.lbl,12,32,352,0.35895,0.3879,
v1513880627_1.lbl,12,24,352,0.35895,0.3879,
v1478541897_3.lbl,32,64,352,0.36,0.42,
v1513787935_1.lbl,8,48,352,0.35895,0.3879,
v1477958333_1.lbl,12,64,352,0.36,0.42,
v1512187722_1.lbl,12,64,352,0.35895,0.3879,
v1473959081_1.lbl,60,48,352,0.36,0.42,
v1514166382_1.lbl,18,36,352,0.35895,0.3879,
v1512176941_1.lbl,12,64,352,0.35895,0.3879,
v1469000626_1.lbl,48,64,352,0.36,0.42,
v1476590840_1.lbl,60,60,352,0.36,0.42,
v1513894613_1.lbl,12,24,352,0.35895,0.3879,
v1514574617_1.lbl,16,12,352,0.35895,0.3879,
v1476826115_8.lbl,64,64,352,0.36,0.42,
v1477593737_1.lbl,64,12,352,0.36,0.42,
v1467427845_1.lbl,30,30,352,0.36,0.42,
v1474235018_1.lbl,60,48,352,0.36,0.42,
v1513887830_1.lbl,12,24,352,0.35895,0.3879,
v1512150150_1.lbl,12,64,352,0.35895,0.3879,
v1512101227_1.lbl,12,32,352,0.35895,0.3879,
v1487122263_1.lbl,12,12,352,0.36,0.42,
v1484614954_1.lbl,48,48,352,0.36,0.42,
v1475306262_3.lbl,60,48,352,0.36,0.42,
v1511993023_1.lbl,16,12,352,0.35895,0.3879,
v1485790686_1.lbl,12,12,352,0.36,0.42,
v1485780390_1.lbl,12,12,352,0.36,0.42,
v1480724262_3.lbl,64,64,352,0.36,0.42,
v1486381805_1.lbl,64,64,352,0.36,0.42,
v1481619484_1.lbl,18,36,352,0.36,0.42,
v1485762744_1.lbl,32,64,352,0.36,0.42,
v1473188325_1.lbl,54,60,352,0.36,0.42,
v1514197868_1.lbl,64,64,352,0.35895,0.3879,
v1477639461_1.lbl,12,24,352,0.36,0.42,
v1513888838_1.lbl,12,24,352,0.35895,0.3879,
v1512198511_1.lbl,12,64,352,0.35895,0.3879,
v1477480282_1.lbl,12,12,352,0.36,0.42,
v1473711371_1.lbl,60,48,352,0.36,0.42,
v1486732882_1.lbl,64,64,352,0.36,0.42,
v1512084350_1.lbl,12,32,352,0.35895,0.3879,
v1471933251_1.lbl,54,60,352,0.36,0.42,
v1485894118_1.lbl,24,24,352,0.36,0.42,
v1474783569_1.lbl,60,48,352,0.36,0.42,
v1474751681_1.lbl,60,48,352,0.36,0.42,
v1486795457_1.lbl,64,64,352,0.36,0.42,
v1470656954_1.lbl,54,60,352,0.36,0.42,
v1514292566_1.lbl,64,64,352,0.35895,0.3879,
v1472154113_4.lbl,54,60,352,0.36,0.42,
v1486387657_1.lbl,48,48,352,0.36,0.42,
v1481824682_1.lbl,64,48,352,0.36,0.42,
v1475289798_1.lbl,60,48,352,0.36,0.42,
v1514476927_1.lbl,12,32,352,0.35895,0.3879,
v1477482624_1.lbl,12,12,352,0.36,0.42,
v1512152752_1.lbl,12,64,352,0.35895,0.3879,
v1478550684_1.lbl,32,64,352,0.36,0.42,
v1512020360_1.lbl,12,32,352,0.35895,0.3879,
v1477668922_3.lbl,6,64,352,0.36,0.42,
v1511989941_1.lbl,16,12,352,0.35895,0.3879,
v1471162843_1.lbl,54,60,352,0.36,0.42,
v1476558392_1.lbl,48,54,352,0.36,0.42,
v1487017485_1.lbl,64,64,352,0.36,0.42,
v1486724007_1.lbl,64,64,352,0.36,0.42,
v1514191293_1.lbl,16,24,352,0.35895,0.3879,
v1513903181_1.lbl,12,24,352,0.35895,0.3879,
v1479322182_1.lbl,64,64,352,0.36,0.42,
v1472407953_3.lbl,54,60,352,0.36,0.42,
v1514191607_1.lbl,16,24,352,0.35895,0.3879,
v1512166635_1.lbl,12,64,352,0.35895,0.3879,
v1467455721_1.lbl,42,42,352,0.36,0.42,
v1512162016_1.lbl,12,64,352,0.35895,0.3879,
v1472524323_1.lbl,54,60,352,0.36,0.42,
v1512355361_1.lbl,24,64,352,0.35895,0.3879,
v1513783819_6.lbl,8,48,352,0.35895,0.3879,
v1467463548_1.lbl,48,48,352,0.36,0.42,
v1485790603_1.lbl,12,12,352,0.36,0.42,
v1467454049_1.lbl,36,36,352,0.36,0.42,
v1476797144_1.lbl,64,64,352,0.36,0.42,
v1484535743_1.lbl,24,48,352,0.36,0.42,
v1481128594_3.lbl,64,64,352,0.36,0.42,
v1513893122_1.lbl,12,24,352,0.35895,0.3879,
v1477694892_1.lbl,16,64,352,0.36,0.42,
v1471691121_1.lbl,54,60,352,0.36,0.42,
v1513906037_1.lbl,12,24,352,0.35895,0.3879,
v1484866837_1.lbl,64,16,352,0.36,0.42,
v1487119349_1.lbl,12,12,352,0.36,0.42,
v1512083150_1.lbl,12,32,352,0.35895,0.3879,
v1514079344_1.lbl,18,36,352,0.35895,0.3879,
v1513887116_1.lbl,12,24,352,0.35895,0.3879,
v1485775811_1.lbl,64,64,352,0.36,0.42,
v1514069283_1.lbl,24,48,352,0.35895,0.3879,
v1483218368_1.lbl,36,36,352,0.36,0.42,
v1512178931_1.lbl,12,64,352,0.35895,0.3879,
v1484523401_1.lbl,16,32,352,0.36,0.42,
v1513884260_1.lbl,12,24,352,0.35895,0.3879,
v1485774483_1.lbl,12,12,352,0.36,0.42,
v1512102071_1.lbl,12,32,352,0.35895,0.3879,
v1512153792_1.lbl,12,64,352,0.35895,0.3879,
v1477946610_1.lbl,12,64,352,0.36,0.42,
v1472981863_1.lbl,54,60,352,0.36,0.42,
v1471655397_1.lbl,54,60,352,0.36,0.42,
v1477741600_1.lbl,6,64,352,0.36,0.42,
v1484585276_1.lbl,24,18,352,0.36,0.42,
v1477669636_1.lbl,6,64,352,0.36,0.42,
v1487020731_1.lbl,64,64,352,0.36,0.42,
v1513883903_1.lbl,12,24,352,0.35895,0.3879,
v1514193491_1.lbl,16,24,352,0.35895,0.3879,
v1478488627_1.lbl,32,32,352,0.36,0.42,
v1484523188_1.lbl,16,32,352,0.36,0.42,
v1514301043_1.lbl,12,12,352,0.35895,0.3879,
v1512081884_1.lbl,12,32,352,0.35895,0.3879,
v1471998685_1.lbl,54,60,352,0.36,0.42,
v1475263101_1.lbl,60,48,352,0.36,0.42,
v1471157386_1.lbl,54,60,352,0.36,0.42,
v1512169155_1.lbl,12,64,352,0.35895,0.3879,
v1471170028_1.lbl,54,60,352,0.36,0.42,
v1512156812_1.lbl,12,64,352,0.35895,0.3879,
v1468370702_1.lbl,14,14,352,0.36,0.42,
v1477941674_1.lbl,12,64,352,0.36,0.42,
v1481618188_1.lbl,12,36,352,0.36,0.42,
v1512248478_1.lbl,64,64,352,0.35895,0.3879,
v1470656373_1.lbl,54,60,352,0.36,0.42,
v1467464668_1.lbl,48,48,352,0.36,0.42,
v1476310278_1.lbl,60,54,352,0.36,0.42,
v1477692464_1.lbl,16,64,352,0.36,0.42,
v1471685760_1.lbl,54,60,352,0.36,0.42,
v1479944144_1.lbl,64,64,352,0.36,0.42,
v1514165071_1.lbl,18,36,352,0.35895,0.3879,
v1512221140_3.lbl,12,64,352,0.35895,0.3879,
v1486472207_1.lbl,64,64,352,0.36,0.42,
v1481229485_1.lbl,48,24,352,0.36,0.42,
v1514572246_1.lbl,16,12,352,0.35895,0.3879,
v1471103716_1.lbl,54,60,352,0.36,0.42,
v1471628504_1.lbl,54,60,352,0.36,0.42,
v1511976202_1.lbl,24,12,352,0.35895,0.3879,
v1467344131_1.lbl,64,64,352,0.36,0.42,
v1512159414_1.lbl,12,64,352,0.35895,0.3879,
v1470981578_1.lbl,54,60,352,0.36,0.42,
v1484870487_1.lbl,64,16,352,0.36,0.42,
v1485785980_1.lbl,12,12,352,0.36,0.42,
v1473807197_1.lbl,64,64,352,0.36,0.42,
v1467436715_1.lbl,42,42,352,0.36,0.42,
v1477377936_1.lbl,64,60,352,0.36,0.42,
v1478040909_1.lbl,16,64,352,0.36,0.42,
v1514082132_1.lbl,18,36,352,0.35895,0.3879,
v1467351105_1.lbl,12,12,352,0.36,0.42,
v1514206931_1.lbl,24,24,352,0.35895,0.3879,
v1478665454_1.lbl,64,64,352,0.36,0.42,
v1481474313_1.lbl,48,48,352,0.36,0.42,
v1467437038_1.lbl,42,42,352,0.36,0.42,
v1479483046_1.lbl,64,64,352,0.36,0.42,
v1477737873_1.lbl,8,64,352,0.36,0.42,
v1513791169_1.lbl,8,48,352,0.35895,0.3879,
v1485776159_1.lbl,64,64,352,0.36,0.42,
v1477453407_1.lbl,48,48,352,0.36,0.42,
v1512224188_1.lbl,12,64,352,0.35895,0.3879,
v1484762940_1.lbl,64,16,352,0.36,0.42,
v1511985199_1.lbl,16,12,352,0.35895,0.3879,
v1486490818_1.lbl,64,64,352,0.36,0.42,
v1512244586_1.lbl,64,64,352,0.35895,0.3879,
v1467533919_1.lbl,48,48,352,0.36,0.42,
v1479811545_1.lbl,64,64,352,0.36,0.42,
v1477955248_1.lbl,12,64,352,0.36,0.42,
v1477863638_1.lbl,32,32,352,0.36,0.42,
v1472529754_1.lbl,54,60,352,0.36,0.42,
v1485765051_1.lbl,32,64,352,0.36,0.42,
v1512155303_1.lbl,12,64,352,0.35895,0.3879,
v1512012146_1.lbl,12,32,352,0.35895,0.3879,
v1476737242_1.lbl,12,12,352,0.36,0.42,
v1486395935_1.lbl,64,64,352,0.36,0.42,
v1514085156_1.lbl,18,36,352,0.35895,0.3879,
v1483234570_1.lbl,15,10,352,0.36,0.42,
v1513901333_1.lbl,12,24,352,0.35895,0.3879,
v1486440715_1.lbl,64,64,352,0.36,0.42,
v1477854750_1.lbl,32,32,352,0.36,0.42,
v1477743183_1.lbl,8,64,352,0.36,0.42,
v1512145986_1.lbl,12,64,352,0.35895,0.3879,
v1485796606_1.lbl,12,12,352,0.36,0.42,
v1513791992_1.lbl,8,48,352,0.35895,0.3879,
v1514561682_1.lbl,16,12,352,0.35895,0.3879,
v1511984962_1.lbl,16,12,352,0.35895,0.3879,
v1483173900_1.lbl,10,10,352,0.36,0.42,
v1485796643_1.lbl,12,12,352,0.36,0.42,
v1472193406_1.lbl,54,60,352,0.36,0.42,
v1514209187_1.lbl,64,64,352,0.35895,0.3879,
v1481368131_1.lbl,48,48,352,0.36,0.42,
v1487002159_1.lbl,64,64,352,0.36,0.42,
v1477484664_1.lbl,12,12,352,0.36,0.42,
v1467467606_1.lbl,36,36,352,0.36,0.42,
v1481473111_3.lbl,48,48,352,0.36,0.42,
v1476546610_1.lbl,48,48,352,0.36,0.42,
v1474777884_1.lbl,60,48,352,0.36,0.42,
v1470732372_1.lbl,54,60,352,0.36,0.42,
v1475106733_1.lbl,64,64,352,0.36,0.42,
v1513788346_1.lbl,8,48,352,0.35895,0.3879,
v1514313117_1.lbl,64,64,352,0.35895,0.3879,
v1483232735_1.lbl,6,6,352,0.36,0.42,
v1476535353_1.lbl,54,48,352,0.36,0.42,
v1481657933_1.lbl,48,48,352,0.36,0.42,
v1472283142_1.lbl,54,60,352,0.36,0.42,
v1513888901_1.lbl,12,24,352,0.35895,0.3879,
v1513999560_1.lbl,18,36,352,0.35895,0.3879,
v1483211669_1.lbl,36,20,352,0.36,0.42,
v1479343789_1.lbl,64,64,352,0.36,0.42,
v1479728744_1.lbl,64,64,352,0.36,0.42,
v1514173442_1.lbl,32,32,352,0.35895,0.3879,
v1471134337_1.lbl,54,60,352,0.36,0.42,
v1511983065_1.lbl,16,12,352,0.35895,0.3879,
v1512359800_1.lbl,24,64,352,0.35895,0.3879,
v1471259634_1.lbl,54,60,352,0.36,0.42,
v1467458446_1.lbl,42,42,352,0.36,0.42,
v1483195331_1.lbl,18,18,352,0.36,0.42,
v1481450954_1.lbl,48,48,352,0.36,0.42,
v1487122597_1.lbl,12,12,352,0.36,0.42,
v1514083814_1.lbl,18,36,352,0.35895,0.3879,
v1512347897_1.lbl,32,64,352,0.35895,0.3879,
v1481395126_1.lbl,48,48,352,0.36,0.42,
v1481620679_1.lbl,12,36,352,0.36,0.42,
v1512165659_3.lbl,12,64,352,0.35895,0.3879,
v1472284920_1.lbl,54,60,352,0.36,0.42,
v1513907402_1.lbl,12,24,352,0.35895,0.3879,
v1513898120_1.lbl,12,24,352,0.35895,0.3879,
v1486389766_1.lbl,48,36,352,0.36,0.42,
v1474519522_1.lbl,60,48,352,0.36,0.42,
v1483233690_1.lbl,6,6,352,0.36,0.42,
v1478541722_1.lbl,32,64,352,0.36,0.42,
v1481461736_1.lbl,48,48,352,0.36,0.42,
v1481618418_1.lbl,12,36,352,0.36,0.42,
v1475861722_1.lbl,24,24,352,0.36,0.42,
v1472281273_3.lbl,54,60,352,0.36,0.42,
v1473039175_1.lbl,54,60,352,0.36,0.42,
v1513911329_1.lbl,12,24,352,0.35895,0.3879,
v1477743773_1.lbl,8,64,352,0.36,0.42,
v1481629409_1.lbl,64,64,352,0.36,0.42,
v1481226614_1.lbl,64,64,352,0.36,0.42,
v1472461625_1.lbl,54,60,352,0.36,0.42,
v1473435818_1.lbl,54,60,352,0.36,0.42,
v1514301102_1.lbl,12,12,352,0.35895,0.3879,
v1514133881_1.lbl,32,48,352,0.35895,0.3879,
v1479263676_1.lbl,64,64,352,0.36,0.42,
v1513882769_1.lbl,12,24,352,0.35895,0.3879,
v1486787687_1.lbl,64,64,352,0.36,0.42,
v1483233591_1.lbl,6,6,352,0.36,0.42,
v1485879395_1.lbl,24,24,352,0.36,0.42,
v1481222874_1.lbl,48,24,352,0.36,0.42,
v1512356467_1.lbl,24,64,352,0.35895,0.3879,
v1473286454_6.lbl,54,60,352,0.36,0.42,
v1513884554_1.lbl,12,24,352,0.35895,0.3879,
v1514228093_3.lbl,32,32,352,0.35895,0.3879,
v1485796726_1.lbl,12,12,352,0.36,0.42,
v1479744507_3.lbl,64,64,352,0.36,0.42,
v1474723737_1.lbl,60,48,352,0.36,0.42,
v1514140581_1.lbl,12,24,352,0.35895,0.3879,
v1478556153_3.lbl,32,64,352,0.36,0.42,
v1514005820_1.lbl,12,24,352,0.35895,0.3879,
v1512191812_1.lbl,12,64,352,0.35895,0.3879,
v1481617040_1.lbl,12,24,352,0.36,0.42,
v1511996068_1.lbl,24,12,352,0.35895,0.3879,
v1471160971_1.lbl,54,60,352,0.36,0.42,
v1487102817_1.lbl,12,12,352,0.36,0.42,
v1477942908_1.lbl,12,64,352,0.36,0.42,
v1477945376_1.lbl,12,64,352,0.36,0.42,
v1471619449_1.lbl,54,60,352,0.36,0.42,
v1512363334_1.lbl,24,64,352,0.35895,0.3879,
v1471390927_1.lbl,54,60,352,0.36,0.42,
v1471654766_1.lbl,54,60,352,0.36,0.42,
v1472429565_1.lbl,54,60,352,0.36,0.42,
v1484520961_1.lbl,16,32,352,0.36,0.42,
v1483174086_1.lbl,12,14,352,0.36,0.42,
v1512230433_3.lbl,12,64,352,0.35895,0.3879,
v1470969016_1.lbl,54,60,352,0.36,0.42,
v1477435558_1.lbl,40,32,352,0.36,0.42,
v1477736290_1.lbl,6,64,352,0.36,0.42,
v1485957047_1.lbl,64,64,352,0.36,0.42,
v1514229785_1.lbl,32,32,352,0.35895,0.3879,
v1477695585_1.lbl,16,64,352,0.36,0.42,
v1477874954_1.lbl,32,32,352,0.36,0.42,
v1513811886_1.lbl,8,48,352,0.35895,0.3879,
v1470717894_1.lbl,54,60,352,0.36,0.42,
v1476735289_1.lbl,12,12,352,0.36,0.42,
v1512188243_1.lbl,12,64,352,0.35895,0.3879,
v1477480885_1.lbl,12,12,352,0.36,0.42,
v1475290432_1.lbl,60,48,352,0.36,0.42,
v1477481083_1.lbl,12,12,352,0.36,0.42,
v1479962173_1.lbl,64,64,352,0.36,0.42,
v1469004529_1.lbl,48,64,352,0.36,0.42,
v1473237596_1.lbl,64,64,352,0.36,0.42,
v1473430505_1.lbl,54,60,352,0.36,0.42,
v1477435094_1.lbl,40,32,352,0.36,0.42,
v1472553063_1.lbl,54,60,352,0.36,0.42,
v1479318579_1.lbl,64,64,352,0.36,0.42,
v1484510890_1.lbl,18,48,352,0.36,0.42,
v1476323022_1.lbl,54,54,352,0.36,0.42,
v1486441265_1.lbl,64,64,352,0.36,0.42,
v1477867904_1.lbl,32,32,352,0.36,0.42,
v1512184655_1.lbl,12,64,352,0.35895,0.3879,
v1478619006_1.lbl,48,48,352,0.36,0.42,
v1470850792_1.lbl,54,60,352,0.36,0.42,
v1481595913_1.lbl,48,48,352,0.36,0.42,
v1486967645_1.lbl,64,64,352,0.36,0.42,
v1485756388_3.lbl,32,64,352,0.36,0.42,
v1514301985_1.lbl,12,12,352,0.35895,0.3879,
v1513897049_1.lbl,12,24,352,0.35895,0.3879,
v1514000578_1.lbl,18,36,352,0.35895,0.3879,
v1477948461_1.lbl,12,64,352,0.36,0.42,
v1477488622_1.lbl,12,12,352,0.36,0.42,
v1479347372_1.lbl,64,64,352,0.36,0.42,
v1477741010_1.lbl,6,64,352,0.36,0.42,
v1484580694_1.lbl,18,48,352,0.36,0.42,
v1485767286_1.lbl,32,64,352,0.36,0.42,
v1484534427_1.lbl,18,36,352,0.36,0.42,
v1485883597_1.lbl,24,24,352,0.36,0.42,
v1476489922_1.lbl,12,12,352,0.36,0.42,
v1487089073_1.lbl,48,64,352,0.36,0.42,
v1481129712_1.lbl,64,64,352,0.36,0.42,
v1514300653_1.lbl,12,12,352,0.35895,0.3879,
v1485763759_1.lbl,32,64,352,0.36,0.42,
v1512343840_1.lbl,32,64,352,0.35895,0.3879,
v1484506705_1.lbl,24,48,352,0.36,0.42,
v1514296488_1.lbl,12,12,352,0.35895,0.3879,
v1514313835_1.lbl,64,64,352,0.35895,0.3879,
v1483235085_1.lbl,10,15,352,0.36,0.42,
v1485768811_1.lbl,32,64,352,0.36,0.42,
v1512064046_1.lbl,12,32,352,0.35895,0.3879,
v1477882006_1.lbl,32,32,352,0.36,0.42,
v1514132083_1.lbl,16,30,352,0.35895,0.3879,
v1511993497_1.lbl,16,12,352,0.35895,0.3879,
v1470908114_1.lbl,54,60,352,0.36,0.42,
v1514068921_1.lbl,24,48,352,0.35895,0.3879,
v1476329340_1.lbl,54,54,352,0.36,0.42,
v1471116337_1.lbl,54,60,352,0.36,0.42,
v1477852364_1.lbl,32,32,352,0.36,0.42,
v1476817498_1.lbl,64,64,352,0.36,0.42,
v1514399344_1.lbl,48,48,352,0.35895,0.3879,
v1481628365_1.lbl,12,24,352,0.36,0.42,
v1473744229_1.lbl,60,48,352,0.36,0.42,
v1473434436_1.lbl,42,60,352,0.36,0.42,
v1513909187_1.lbl,12,24,352,0.35895,0.3879,
v1514295487_1.lbl,12,12,352,0.35895,0.3879,
v1513827154_5.lbl,8,48,352,0.35895,0.3879,
v1485774426_1.lbl,12,12,352,0.36,0.42,
v1514284191_1.lbl,64,64,352,0.35895,0.3879,
v1474061143_1.lbl,64,64,352,0.36,0.42,
v1479227688_1.lbl,64,64,352,0.36,0.42,
v1471130749_1.lbl,54,60,352,0.36,0.42,
v1513803479_1.lbl,8,48,352,0.35895,0.3879,
v1514293503_1.lbl,64,64,352,0.35895,0.3879,
v1511995612_1.lbl,24,12,352,0.35895,0.3879,
v1511991601_1.lbl,16,12,352,0.35895,0.3879,
v1470513306_1.lbl,60,48,352,0.36,0.42,
v1485752569_1.lbl,32,64,352,0.36,0.42,
v1474577648_1.lbl,64,64,352,0.36,0.42,
v1472198760_1.lbl,54,60,352,0.36,0.42,
v1471903039_1.lbl,54,60,352,0.36,0.42,
v1481652413_1.lbl,48,64,352,0.36,0.42,
v1467350827_1.lbl,12,12,352,0.36,0.42,
v1478556916_1.lbl,32,64,352,0.36,0.42,
v1475031497_1.lbl,60,48,352,0.36,0.42,
v1514295908_1.lbl,12,12,352,0.35895,0.3879,
v1513904903_1.lbl,12,24,352,0.35895,0.3879,
v1514327348_1.lbl,64,64,352,0.35895,0.3879,
v1484523993_1.lbl,16,32,352,0.36,0.42,
v1514206664_3.lbl,32,32,352,0.35895,0.3879,
v1513887053_1.lbl,12,24,352,0.35895,0.3879,
v1485780580_1.lbl,12,12,352,0.36,0.42,
v1474734946_1.lbl,60,48,352,0.36,0.42,
v1479595780_1.lbl,64,64,352,0.36,0.42,
v1477863194_1.lbl,32,32,352,0.36,0.42,
v1477774702_1.lbl,64,64,352,0.36,0.42,
v1514165897_1.lbl,18,36,352,0.35895,0.3879,
v1513910972_1.lbl,12,24,352,0.35895,0.3879,
v1513882118_1.lbl,12,24,352,0.35895,0.3879,
v1514186892_1.lbl,64,64,352,0.35895,0.3879,
v1475859646_1.lbl,24,24,352,0.36,0.42,
v1514085607_1.lbl,18,36,352,0.35895,0.3879,
v1511999140_1.lbl,12,32,352,0.35895,0.3879,
v1477483665_1.lbl,12,12,352,0.36,0.42,
v1514295072_1.lbl,12,12,352,0.35895,0.3879,
v1478487552_1.lbl,32,32,352,0.36,0.42,
v1472721758_7.lbl,54,60,352,0.36,0.42,
v1485891787_1.lbl,24,24,352,0.36,0.42,
v1514004342_1.lbl,12,24,352,0.35895,0.3879,
v1487120420_1.lbl,12,12,352,0.36,0.42,
v1485758366_1.lbl,32,64,352,0.36,0.42,
v1470723277_6.lbl,54,60,352,0.36,0.42,
v1514007034_1.lbl,12,24,352,0.35895,0.3879,
v1477738650_1.lbl,6,64,352,0.36,0.42,
v1472418734_1.lbl,54,60,352,0.36,0.42,
v1471257937_1.lbl,54,60,352,0.36,0.42,
v1514006719_1.lbl,12,24,352,0.35895,0.3879,
v1472802483_1.lbl,54,60,352,0.36,0.42,
v1478730741_1.lbl,48,48,352,0.36,0.42,
v1485761436_1.lbl,32,64,352,0.36,0.42,
v1475258446_1.lbl,60,48,352,0.36,0.42,
v1485774397_1.lbl,12,12,352,0.36,0.42,
v1485886051_1.lbl,24,24,352,0.36,0.42,
v1474513933_1.lbl,60,48,352,0.36,0.42,
v1473454358_1.lbl,64,54,352,0.36,0.42,
v1472013095_2.lbl,54,60,352,0.36,0.42,
v1470856223_1.lbl,54,60,352,0.36,0.42,
v1478547915_1.lbl,32,64,352,0.36,0.42,
v1474266906_1.lbl,60,48,352,0.36,0.42,
v1513885688_1.lbl,12,24,352,0.35895,0.3879,
v1473543547_1.lbl,54,60,352,0.36,0.42,
v1471503702_1.lbl,54,60,352,0.36,0.42,
v1476491397_1.lbl,12,12,352,0.36,0.42,
v1486829358_1.lbl,64,64,352,0.36,0.42,
v1512343737_1.lbl,32,64,352,0.35895,0.3879,
v1477479472_1.lbl,12,12,352,0.36,0.42,
v1485875888_1.lbl,24,24,352,0.36,0.42,
v1514133203_1.lbl,16,30,352,0.35895,0.3879,
v1487120192_7.lbl,12,12,352,0.36,0.42,
v1514300712_1.lbl,12,12,352,0.35895,0.3879,
v1481845094_1.lbl,24,64,352,0.36,0.42,
v1514193711_1.lbl,16,24,352,0.35895,0.3879,
v1474250559_1.lbl,60,48,352,0.36,0.42,
v1486555300_5.lbl,64,64,352,0.36,0.42,
v1514080768_1.lbl,18,36,352,0.35895,0.3879,
v1472913748_5.lbl,54,60,352,0.36,0.42,
v1477487577_1.lbl,12,12,352,0.36,0.42,
v1487108850_1.lbl,48,64,352,0.36,0.42,
v1472172000_1.lbl,54,60,352,0.36,0.42,
v1514140705_1.lbl,12,28,352,0.35895,0.3879,
v1472395314_1.lbl,54,60,352,0.36,0.42,
v1514225928_1.lbl,24,24,352,0.35895,0.3879,
v1514407963_1.lbl,48,48,352,0.35895,0.3879,
v1514134457_1.lbl,32,48,352,0.35895,0.3879,
v1487009999_1.lbl,64,64,352,0.36,0.42,
v1479617410_1.lbl,64,64,352,0.36,0.42,
v1485803787_1.lbl,64,64,352,0.36,0.42,
v1512199552_3.lbl,12,64,352,0.35895,0.3879,
v1479242108_1.lbl,64,64,352,0.36,0.42,
v1485800826_1.lbl,12,12,352,0.36,0.42,
v1513901396_1.lbl,12,24,352,0.35895,0.3879,
v1485800863_1.lbl,12,12,352,0.36,0.42,
v1481494125_1.lbl,48,48,352,0.36,0.42,
v1512092663_1.lbl,12,32,352,0.35895,0.3879,
v1514298798_1.lbl,12,12,352,0.35895,0.3879,
v1481501331_1.lbl,48,48,352,0.36,0.42,
v1481649617_1.lbl,48,64,352,0.36,0.42,
v1514292783_1.lbl,64,64,352,0.35895,0.3879,
v1469009965_1.lbl,48,64,352,0.36,0.42,
v1487070016_1.lbl,40,32,352,0.36,0.42,
v1477738060_1.lbl,6,64,352,0.36,0.42,
v1486784359_1.lbl,64,64,352,0.36,0.42,
v1512157853_1.lbl,12,64,352,0.35895,0.3879,
v1512168114_1.lbl,12,64,352,0.35895,0.3879,
v1484598968_1.lbl,48,54,352,0.36,0.42,
v1467473147_1.lbl,50,50,352,0.36,0.42,
v1514395066_1.lbl,48,48,352,0.35895,0.3879,
v1487109402_1.lbl,48,64,352,0.36,0.42,
v1471225517_1.lbl,54,60,352,0.36,0.42,
v1476489431_1.lbl,12,12,352,0.36,0.42,
v1484573243_1.lbl,24,48,352,0.36,0.42,
v1512098294_1.lbl,24,24,352,0.35895,0.3879,
v1477443288_1.lbl,48,48,352,0.36,0.42,
v1480510477_6.lbl,32,32,352,0.36,0.42,
v1473429247_1.lbl,42,64,352,0.36,0.42,
v1514194284_1.lbl,64,64,352,0.35895,0.3879,
v1512095426_1.lbl,12,32,352,0.35895,0.3879,
v1480519618_1.lbl,32,32,352,0.36,0.42,
v1514411673_1.lbl,48,48,352,0.35895,0.3879,
v1483233790_1.lbl,6,6,352,0.36,0.42,
v1514288662_1.lbl,64,64,352,0.35895,0.3879,
v1471363879_1.lbl,54,60,352,0.36,0.42,
v1513811475_1.lbl,8,48,352,0.35895,0.3879,
v1481393306_1.lbl,48,48,352,0.36,0.42,
v1481492325_1.lbl,48,48,352,0.36,0.42,
v1484762166_1.lbl,64,16,352,0.36,0.42,
v1512155824_1.lbl,12,64,352,0.35895,0.3879,
v1513887767_1.lbl,12,24,352,0.35895,0.3879,
v1469258093_4.lbl,48,64,352,0.36,0.42,
v1477851910_1.lbl,32,32,352,0.36,0.42,
v1478555978_1.lbl,32,64,352,0.36,0.42,
v1512200519_1.lbl,12,64,352,0.35895,0.3879,
v1514563105_1.lbl,16,12,352,0.35895,0.3879,
v1514006215_1.lbl,12,24,352,0.35895,0.3879,
v1479958534_1.lbl,64,64,352,0.36,0.42,
v1512067640_4.lbl,12,32,352,0.35895,0.3879,
v1485894711_1.lbl,24,24,352,0.36,0.42,
v1477241480_1.lbl,48,48,352,0.36,0.42,
